"","loc","loc.correct","source","Freq","alreadyInGazet","ordemGazet","statusInGazet","country","stateProvince","municipality","locality","meanLatitude","meanLongitude"
"34476","brazil_sao paulo_itarare_estrada itarare bonsucesso, proximo a entrada fazenda sao nicolau","","gbif_reflora_splink",41,FALSE,NA,NA,"Brazil","São Paulo","Itararé","estrada itarare-bonsucesso proximo a entrada da fazenda sao nicolau ( 28 ) | estrada itarare- bonsucesso proximo a entrada da fazenda sao nicolau ( 3 ) | estrada itarare bonsucesso proximo a entrada da fazenda sao nicolau ( 2 ) | estrada itarare- bonsucesso proximo a entrada da faz sao nicolau; campo com predominancia de baccharis trimera ( 2 ) | estrada itarare- bonsucesso proximo a entrada da fazenda sao nicolau campo ( 2 ) | brasil itarare-sp estrada itarare-bonsucesso proximo a entrada da fazenda sao nicolau campo com predominancia de baccharis trimera ( 1 )",-24.0856902458537,-49.3096892736585
"35884","brazil_sao paulo_itirapina_rodovia ulisses guimaraes, cerrado na beira estrada","","gbif",41,FALSE,NA,NA,"Brazil","São Paulo","Itirapina","rodovia ulisses guimaraes - cerrado na beira da estrada ( 38 ) | rodovia ulisses guimaraes - cerrado na beira da estrada cerradao ( 3 )",-22.29434051,-47.8340504
"37405","brazil_sao paulo_jundiai_base ecologica serra japi","","gbif_splink",41,FALSE,NA,NA,"Brazil","São Paulo","Jundiaí","base ecologica da serra do japi ( 40 ) | base ecologica serra do japi ( 1 )",-23.1940985895122,-46.8971187031707
"44428","brazil_sao paulo_paraguacu paulista_6 km north of city of paraguacu paulista","","gbif_splink",41,FALSE,NA,NA,"Brazil","São Paulo","Paraguaçu Paulista","6 km north of city of paraguacu paulista forest station ( 8 ) | municipio de paraguacu paulista: 6 km north of city of paraguacu paulista at state forest station at edge of marsh south of houses ( 4 ) | 6 km north of city of paraguacu paulista at forest station ( 3 ) | 6 km north of city of paraguacu paulista at state forest station at edge of marsh south of houses ( 3 ) | mun de paraguacu paulista: 6 km north of city of paraguacu paulistaat forest station ( 3 ) | 6 km north of city of paraguacu paulista at state forest station ( 2 )",-22.3660364487805,-50.5599295841463
"46919","brazil_sao paulo_pedregulho_parque estadual","","gbif_splink",41,FALSE,NA,NA,"Brazil","São Paulo","Pedregulho","furnas do bom jesus (parque estadual) ( 37 ) | furnas do bom jesus ( parque estadual) ( 3 ) | funas do bom jesus (parque estadual) ( 1 )",-20.2412901834146,-46.4729424897561
"47747","brazil_sao paulo_pindamonhangaba_estrada para o pico itapeva","","gbif_splink",41,FALSE,NA,NA,"Brazil","São Paulo","Pindamonhangaba","estrada para o pico do itapeva ( 26 ) | estrada para o pico do itapeva [vic 36669] ( 13 ) | estrada para o pico do itapeva borda de mata nebular ( 1 ) | estrada para o pico do itapeva proximo a antena ( 1 )",-22.7679730614634,-45.5074569731707
"51885","brazil_sao paulo_ribeirao preto_estacao ecologica ribeirao preto, mata santa tereza","","gbif_splink",41,FALSE,NA,NA,"Brazil","São Paulo","Ribeirão Preto","estacao ecologica de ribeirao preto (mata de santa tereza) ( 9 ) | estacao ecologica de ribeirao preto (mata santa tereza) ( 9 ) | estacao ecologica de ribeirao preto (mata de santa tereza) atras da sede ( 6 ) | estacao ecologica de ribeirao preto - mata santa tereza ( 5 ) | estacao ecologica de ribeirao preto (mata de santa tereza) borda da estacao proximo a sede ( 2 ) | estacao ecologica de ribeirao preto (mata de santa tereza) proximo a sede ( 2 )",-21.213957195122,-47.8353884878049
"52843","brazil_sao paulo_rio grande serra_viae ferreae inter sao paulo et santos","","gbif_jabot_splink",41,FALSE,NA,NA,"Brazil","São Paulo","Rio Grande da Serra","viae ferreae inter sao paulo et santos",-23.7441669902439,-46.3983330073171
"53383","brazil_sao paulo_rodovia ulisses guimaraes","","gbif",41,FALSE,NA,NA,"Brazil","São Paulo","Itirapina","rodovia ulisses guimaraes - cerrado na beira da estrada ( 38 ) | rodovia ulisses guimaraes - cerrado na beira da estrada cerradao ( 3 )",-22.29434051,-47.8340504
"54666","brazil_sao paulo_santa rita passa quatro_estrada prof","","gbif",41,FALSE,NA,NA,"Brazil","São Paulo","Santa Rita do Passa Quatro","estrada prof jaime nori km 8 usina sao valentim area acima do eixo ao longo do rio claro ( 12 ) | estrada prof jaime nori km 8 usina sao valentim ao longo do rio claro ( 5 ) | estrada prof jaime nori km 8 usina sao valentim barragem maior do rio claro ( 5 ) | estrada prof jaime nori km 8 usina sao valentim barragem maior do rio claro margem ( 5 ) | estrada prof jaime nori km 8 usina sao valentim ( 4 ) | estrada prof jaime nori km 8 usina sao valentim area ao longo da queda da cachoeira sao valentim ( 2 )",-21.68195672,-47.50780122
"57097","brazil_sao paulo_sao jose campos_400 800 m ao oeste estrada para paraibuna","","gbif",41,FALSE,NA,NA,"Brazil","São Paulo","São José dos Campos","uma area disjuntiva de cerrado de varias centenas de km2 rodeada antigamente por mata 74-77 km ao sse em linha reta da praca principal de sao jose dos campos 400-800 m ao oeste da estrada para paraibuna cabeceira de um vale pequeno ( 5 ) | municipio de sao jose dos campos: uma area disjuntiva de cerrado de varias centenas de km2 rodeada antigamente por mata 74-77 km ao sse em linha reta da praca principal de sao jose dos campos 400-800 m ao oeste da estrada para paraibuna ( 3 ) | 74-77 km sse em linha reta da praca principal de sao jose dos campos 400-800 m ao oeste da estrada para paraibuna cabeceira de um vale pequeno ( 2 ) | 74-77 km sse em linha reta da praca principal de sao jose dos campos 400-800 m ao oeste da estrada para paraibuna cabecera de um vale pequeno ( 2 ) | 74-77km ao sse em linha reta da praca principal de sao jose dos campos 400-800 m ao oeste da estrada para paraibuna ( 2 ) | municipio de sao jose dos campos 76-77 km ao sse em linha reta da praca principal de sao jose dos campos 400-800 m ao oeste da estrada para paraibuna ( 2 )",-23.1168840058537,-45.913288995122
"57731","brazil_sao paulo_sao jose rio preto_estacao ecologica noreste paulista","","gbif",41,FALSE,NA,NA,"Brazil","São Paulo","São José do Rio Preto","estacao ecologica do noreste paulista",-20.8038355270732,-49.3689118858537
"61019","brazil_sao paulo_sao paulo_lago ninfeias","","gbif_splink",41,FALSE,NA,NA,"Brazil","São Paulo","São Paulo","lago das ninfeias estacao 2a ( 6 ) | lago das ninfeias estacao 2b ( 6 ) | lago das ninfeias estacao 3a ( 6 ) | lago das ninfeias estacao 3b ( 6 ) | lago das ninfeias estacao 1a ( 5 ) | lago das ninfeias estacao 1b ( 5 )",-23.6477237804878,-46.6475855463415
"61841","brazil_sao paulo_sao paulo_parque estadual ilha anchieta","","gbif_reflora_splink",41,FALSE,NA,NA,"Brazil","São Paulo","São Paulo","parque estadual ilha de anchieta ( 31 ) | parque estadual ilha de anchieta oposto a caraguatatuba ( 3 ) | parque estadual ilha de anchieta oposto caraguatatuba ( 3 ) | parque estadual ilha de anchieta oposta caraguatatuba ( 2 ) | parque estadual da ilha anchieta trilha do saco grande ( 1 ) | parque estadual da ilha da anchieta trilha do saco grande ( 1 )",-23.630563154878,-46.4926978770732
"63144","brazil_sao paulo_sao paulo_sitio a esquerda na estrada engº marsilac","","gbif",41,FALSE,NA,NA,"Brazil","São Paulo","São Paulo","marsilac sitio a esquerda na estrada engº marsilac sentido engº marsilac trilha que margeia o riacho ( 4 ) | parelheiros sitio a esquerda na estrada engº marsilac sentido engº marsilac trilha a direita da casa do sitio ( 4 ) | sitio a esquerda na estrada engº marsilac sentido engº marsilac trilha que margeia o riacho ( 3 ) | distrito de parelheiros sitio a esquerda na estrada engº marsilac sentido engº marsilac trilha a esquerda da casa do sitio ( 2 ) | parelheiros sitio a esquerda na estrada engº marsilac sentido engº marsilac borda da mata a esquerda da casa do sitio ( 2 ) | parelheiros sitio a esquerda na estrada engº marsilac sentido engº marsilac borda da mata a esquerda da casa do sitio coletada tambem para a colecao viva ( 2 )",-23.8632102536585,-46.7301403814634
"63617","brazil_sao paulo_sao roque_sitio capela cepo","","gbif",41,FALSE,NA,NA,"Brazil","São Paulo","São Roque","sitio da capela do cepo",-23.54885999,-47.10980876
"63863","brazil_sao paulo_sao sebastiao_parque estadual serra mar estrada intermediaria","","gbif_reflora",41,FALSE,NA,NA,"Brazil","São Paulo","São Sebastião","parque estadual da serra do mar estrada intermediaria ( 16 ) | parque estadual da serra do mar estrada intermediaria floresta ombrofila densa de encosta com perturbacao borda da mata ( 12 ) | parque estadual da serra do mar estrada intermediaria floresta ombrofila densa de encosta com perturbacao interior da mata ( 3 ) | parque estadual da serra do mar estrada intermediaria floresta ombrofila densa de encosta com perturbacao ( 2 ) | peserra do mar estrada intermediaria km 30 floresta ombrofila densa de encosta com perturbacao borda ( 2 ) | brasil estado de sao paulo municipio de sao sebastiao parque estadual da serra do mar estrada intermediaria ( 1 )",-23.7471477729268,-45.582304532439
"64028","brazil_sao paulo_sao simao_horto florestal junto a estacao bento quirino","","gbif_splink",41,FALSE,NA,NA,"Brazil","São Paulo","São Simão","horto florestal junto a estacao bento quirino ef mogiana ( 18 ) | horto florestal junto a estacao bento quirino ( 8 ) | horto florestal junto a estacao bento quirino e f mogiana ( 3 ) | horto florestal junto a estacao bento quirino ef mogiana cerrados ( 3 ) | horto florestal junto a estacao bento quirino efmogiana ( 3 ) | horto florestal junto a estacao bento quirino ee mogiana ( 2 )",-21.4578548541463,-47.5608383907317
"65406","brazil_sao paulo_sete barras_reserva floresta carlos botelho","","gbif_splink",41,FALSE,NA,NA,"Brazil","São Paulo","Sete Barras","reserva floresta carlos botelho a 2 km da ""sedinha"" beira de cachoeira mamparra ( 36 ) | mamparra reserva floresta carlos botelho ( 2 ) | mamparra reserva floresta carlos botelho a 2km d ( 1 ) | mamparra reserva floresta carlos botelho a 2km da 'sedinha' ( 1 ) | mamparra reserva floresta carlos botelho a 2km da 'sedinha' beira de cachoeira ( 1 )",-24.367052702439,-47.9218445036585
"69427","brazil_sao paulo_via alambari","","gbif_splink",41,FALSE,NA,NA,"Brazil","São Paulo","Itapetininga ( 39 ) | Franca ( 1 ) | Itirapina ( 1 )","via alambari a 2km oeste da estrada itapetininga-sorocaba ( 5 ) | via alambari 2km oeste da estrada itapetininga-sorocaba ( 4 ) | via alambari 2km oeste da estrada de itapetininga-sorocaba ( 3 ) | via alambari a 2km da estrada itapetininga-sorocaba ( 3 ) | via alambari 2 km oeste da estrada itapetininga-sorocaba ( 2 ) | via alambari 2km oeste da estrada itapetininga - sorocaba ( 2 )",-23.5209450931707,-48.0727089673171
"70391","brazil_sao paulo_galia_estacao ecologica caetetus, estacao ecologica olavo amaral ferraz","brazil_sao paulo_galia_eec caetetus","gbif_reflora_splink",41,FALSE,NA,NA,"Brazil","São Paulo","Gália","estacao ecologica de caetetus (estacao ecologica olavo amaral ferraz) ( 13 ) | estacao ecologica de caetetus estacao ecologica olavo amaral ferraz ( 6 ) | brasil; sao paulo; mun galia estacao ecologica de caetetus (estacao ecologica olavo amaral ferraz) ( 2 ) | estacao ecologica de caetetus ( estacao ecologica olavo amaral ferraz ) mata mesofila semidecidua com muitas guaraiuvas ( 1 ) | estacao ecologica de caetetus (estacao ecol olavo amaral ferraz ) ( 1 ) | estacao ecologica de caetetus (estacao ecol olavo amaral ferraz) ( 1 )",-22.2989436904878,-49.5547091353659
"71681","brazil_sao paulo_teodoro sampaio_parque estadual morro diabo, rodovia arlindo beril","brazil_sao paulo_teodoro sampaio_pe morro diabo","gbif_splink",41,FALSE,NA,NA,"Brazil","São Paulo","Teodoro Sampaio","parque estadual morro do diabo rodovia arlindo beril ca 8 km da cidade trilha para o morro do diabo ( 9 ) | parque estadual morro do diabo rodovia arlindo beril ca 135 km da cidade mina da serra ( 3 ) | parque estadual do morro do diabo rodovia arlindo beril ca 135 km da cidade ( 2 ) | parque estadual morro do diabo rodovia arlindo beril ca 20 km da cidade margem do rio cachoeira do estreito ( 2 ) | parque estadual do morro do diabo rodovia arlindo beril ca 135 km da cidade mina da serra ( 1 ) | parque estadual do morro do diabo rodovia arlindo beril ca 135km da cidade ( 1 )",-22.4305407434146,-52.3479515278049
"1825","brazil_NA_marac s","","reflora",40,FALSE,NA,NA,"Brazil","","marac s ( 37 )","fazenda cana brava km 9 da rodovia indo na dire o ao norte da cidade marac s morro cerca de 3 km atras da sede da fazenda ( 6 ) | caldeir o basin of the upper sao francisco river just beyond calder o ca 32 km ne from bom jesus da lapa ( 3 ) | fazenda cana brava km 9 da rodovia indo na dire o ao norte da cidade marac s grande afloramento de granito frente a sede da fazenda ( 3 ) | 7 km ao so de marac s na estrada para contendas do sincor ( 2 ) | fazenda cana brava ( 2 ) | fazenda juramento a 6km ao s de maracas pela antiga rodovia para jequie ( 2 )",-11.39161649075,-49.85198209425
"4274","brazil_NA_NA_km 2 7 rodovia taboquinhas, serra grande, a qual tem entroncamento no km 7 na rodovia itacar","","reflora",40,FALSE,NA,NA,"Brazil","","itacar","km 2-7 da rodovia taboquinhas/serra grande a qual tem entroncamento no km 7 na rodovia itacar /taboquinhas",-10.74257447,-53.08032013
"9686","brazil_sao paulo_agudos_parque ecologico municipal agudos","","gbif_splink",40,FALSE,NA,NA,"Brazil","São Paulo","Agudos","parque ecologico municipal de agudos ( 30 ) | parque ecologico municipal de agudos cerrado ( 5 ) | parque ecologico municipal de agudos cerradao ( 3 ) | parque ecologico municipal de agudos borda ( 1 ) | parque ecologico municipal de agudos mata ( 1 )",-22.5198605287036,-49.0487075814768
"10070","brazil_sao paulo_altoda serra_altoda serra","","gbif_splink",40,FALSE,NA,NA,"Brazil","São Paulo","","altoda serra caracatatuba along the route br-383 ( 26 ) | altoda serra caracatauba along the route br-383 ( 6 ) | altoda serra caracatatuba along route br-383 ( 2 ) | altoda serra caracatatuba along the route br383 ( 2 ) | altoda serra caracatntuba along the route br-383 300 ( 2 ) | altoda serra  caracatatuba along the rute br 383  ( 1 )",-22.2584562,-48.7420254
"11730","brazil_sao paulo_assis_estacao ecologica estrada parcela","","gbif",40,FALSE,NA,NA,"Brazil","São Paulo","Assis","estacao ecologica estrada da parcela ( 38 ) | estacao ecologica da estrada da parcela ( 2 )",-22.60109057,-50.42074843
"12964","brazil_sao paulo_barreiro co_lageado farm","","gbif",40,FALSE,NA,NA,"Brazil","São Paulo","","barreiro co serra da bocaina lageado farm ( 32 ) | barreiro co serra da bocaina lageado farm mata ( 3 ) | barreiro co serra da bocaino lageado farm ( 2 ) | barreiro co serra de bocaina lageado farm ( 2 ) | barreiro co serra da bocaina; lageado farm ( 1 )",-22.28533724,-48.536047205
"14256","brazil_sao paulo_bom sucesso itarare_fazenda experimental iac, estrada para a administracao","","gbif_splink",40,FALSE,NA,NA,"Brazil","São Paulo","Bom Sucesso de Itararé","fazenda experimental iac - upd itarare estrada para a administracao lado direito ( 27 ) | fazenda experimental iac - upd itarare estrada para a administracao lado esquerdo ( 7 ) | fazenda experimental iac - upd itare estrada para a administracao ao lado direito ( 4 ) | fazenda experimental iac - upd itare estrada para a administracao ao lado esquerdo ( 2 )",-24.3135748875,-49.15514616875
"16939","brazil_sao paulo_buri_estrada para aracacu","","gbif",40,FALSE,NA,NA,"Brazil","São Paulo","Buri","estrada para aracacu 11 km de buri ( 23 ) | estrada para aracacu 11km de buri ( 5 ) | estrada para aracacu 11 km de buri mata mesofila ( 4 ) | estrada para aracacu 11km de buri mata mesofila ( 3 ) | estr para aracacu 11 km de buri ( 1 ) | estrada para aracacu ( 1 )",-23.75180142625,-48.51275303
"17209","brazil_sao paulo_cacapava_fragmento 2900","","gbif",40,FALSE,NA,NA,"Brazil","São Paulo","Caçapava","fragmento 2900 (tav) contato floresta estacional semidecidual / floresta ombrofila densa",-23.13471045,-45.68476295
"17373","brazil_sao paulo_cajati_torre embratel","","gbif_reflora_splink",40,FALSE,NA,NA,"Brazil","São Paulo","Cajati","torre da embratel estacao repetidora da serra do aleixo ( 28 ) | torre da embratel - estacao repetidora da serra do aleixo ( 2 ) | torre da embratel estacao repetidora da serra do aleixo (mun cajati) ( 2 ) | torre da embratel estacao repetidora da serra do aleixo (mun cajati) floresta atlantica floresta atlantica ( 2 ) | torre da embratel eatacao repetidora da serra do aleixo ( 1 ) | torre da embratel est repetidora da serra do aleixo ( 1 )",-24.765532422,-48.183118718
"23345","brazil_sao paulo_cotia_reserva florestal morro grande, estrada acesso ao reservatorio pedro beicht","","gbif",40,FALSE,NA,NA,"Brazil","São Paulo","Cotia","reserva florestal de morro grande estrada de acesso ao reservatorio pedro beicht ( 30 ) | reserva florestal do morro grande estrada de acesso ao reservatorio pedro beicht ( 7 ) | reserva florestal de morro grande estrada de acesso ao reservatorio pedro beicht beira da cachoeira do rio cotia ( 1 ) | reserva florestal de morro grande estrada de acesso ao reservatorio pedro beicht proximo ao rio cotia (vertedouro) ( 1 ) | reserva florestal do morro grande estrada de acesso ao reservatorio pedro beicht area de amostragem c (biota) ( 1 )",-23.67461236,-46.96037555
"24033","brazil_sao paulo_cunha_estrada municipal catioca","","gbif_splink",40,FALSE,NA,NA,"Brazil","São Paulo","Cunha","estrada municipal da catioca para o bairro do jerico ( 30 ) | estrada municipal da catioca ( 4 ) | estrada municipal da catioca beira de barranco cerrado ( 3 ) | estrada municipal da catioca para o bairro do jerico proximo a cachoeira do jerico ( 3 )",-23.13458355,-44.995895875
"24120","brazil_sao paulo_cunha_estrada real entre paraty e cunha","","gbif_splink",40,FALSE,NA,NA,"Brazil","São Paulo","Cunha","estrada real entre paraty e cunha cerrado proximo a cidade de cunha ( 14 ) | estrada real entre paraty e cunha sitio paricao cerrado ( 12 ) | estrada real entre paraty e cunha mata atlantica com araucaria ao lado de uma cachoeira ( 10 ) | estrada real entre paraty e cunha sitio paricao coordenadas:7441132 0510385 ( 2 ) | estrada real entre paraty e cunha ( 1 ) | estrada real entre paraty e cunha mata atlantica com araucaria ( 1 )",-23.1167530615,-44.914624408
"24255","brazil_sao paulo_cunha_parque estadual serra mar ao longo rio paraibuna","","gbif_splink",40,FALSE,NA,NA,"Brazil","São Paulo","Cunha","parque estadual da serra do mar ao longo do rio paraibuna ( 36 ) | cunha parque estadual da serra do mar ao longo do rio paraibuna ( 1 ) | parque estadual da serra do mar ao longo do rio do paraibuna ( 1 ) | parque estadual da serra do mar ao longo do rio paraibuna junto a uma bromeliaceae ( 1 ) | parque estadual da serra do mar ao longo rio paraibuna ( 1 )",-23.056107056,-44.945551352
"29187","brazil_sao paulo_fazenda sta_fazenda sta","","gbif",40,FALSE,NA,NA,"Brazil","São Paulo","","faz sta elisa campinas sp ( 10 ) | faz sta elisa campinas campinas sp ( 5 ) | faz sta elisa campinas ( 4 ) | faz sta elisa campinas campinas ( 3 ) | faz sta elisa campinas campinas s p ( 3 ) | faz sta elisa campinas em campinas ( 2 )",-22.29003339,-48.65817413
"29362","brazil_sao paulo_floresta estadual edmundo navarro andrade_floresta estadual edmundo navarro andrade","","gbif",40,FALSE,NA,NA,"Brazil","São Paulo","","floresta estadual edmundo navarro de andrade rio claro - sp brasil ( 23 ) | floresta estadual edmundo navarro de andrade (feena) rio claro - sp brasil ( 6 ) | floresta estadual edmundo navarro de andrade rio claro sao paulo brasil ( 6 ) | floresta estadual edmundo navarro de andrade ( 3 ) | floresta estadual edmundo navarro de andrade (setor noroeste) ( 1 ) | floresta estadual edmundo navarro de andrade rio claro sp br ( 1 )",-22.410621975,-47.53140195
"29620","brazil_sao paulo_furnas bom jesus","","gbif_splink",40,FALSE,NA,NA,"Brazil","São Paulo","Pedregulho","furnas do bom jesus (parque estadual) ( 37 ) | furnas do bom jesus ( parque estadual) ( 3 )",-20.2421482775,-46.4487980725
"29904","brazil_sao paulo_guaracai_reserva legal, proximo a fazenda aroeiral","","gbif",40,FALSE,NA,NA,"Brazil","São Paulo","Guaraçaí","reserva legal assentamento do incra proximo a fazenda aroeiral ( 26 ) | reserva legal assentamento do incra proximo a fazenda aroeiral cerrado ( 7 ) | assentamento do incra reserva legal proximo a fazenda aroeiral ( 2 ) | reserva legal asentamento do incra proximo a fazenda aroeiral ( 1 ) | reserva legal assentamento do inca proximo a fazenda aroeiral ( 1 ) | reserva legal assentamento do incr proximo a fazenda aroeiral cerrado ( 1 )",-21.08543473675,-51.27820019175
"32637","brazil_sao paulo_ipero_fazenda ipanema, flona ipanema","","gbif_splink",40,FALSE,NA,NA,"Brazil","São Paulo","Iperó","fazenda ipanema flona ipanema ( 25 ) | fazenda ipanema flona ipanema mata mesofila ( 7 ) | fazenda ipanema flona ipanema sede ibama ( 7 ) | fazenda ipanema flona ipanema mata mesofila&nf;na orla da mata ( 1 )",-23.401288201,-47.6316353765
"34337","brazil_sao paulo_itarare_estacao experimental iac","","gbif_splink",40,FALSE,NA,NA,"Brazil","São Paulo","Itararé","estacao experimental do iac ( 37 ) | estacao experimental do iac baixada umida solo humoso ( 1 ) | estacao experimental do iac estacao experimental do iac ( 1 ) | estacao experimental iac ( 1 )",-24.185778589,-49.249495891
"34373","brazil_sao paulo_itarare_estrada campo aviacao","","gbif_reflora_splink",40,FALSE,NA,NA,"Brazil","São Paulo","Itararé","estrada do campo de aviacao ( 39 ) | estrada de campo aviacao arvore de cerrado 6 m frutos imaturos marrom ( 1 )",-24.085877849,-49.30963778475
"35414","brazil_sao paulo_itirapina_cerrado broa","","gbif_reflora_splink",40,FALSE,NA,NA,"Brazil","São Paulo","Itirapina","cerrado do broa ( 34 ) | cerrado broa ( 2 ) | cerrado da broa ( 1 ) | cerrado de broa ( 1 ) | cerrado do broa beira da represa ( 1 ) | cerrado do broa cerrado ( 1 )",-22.286656459,-47.83545091
"36057","brazil_sao paulo_itupeva_fragmento 6","","gbif",40,FALSE,NA,NA,"Brazil","São Paulo","Itupeva","fragmento 6 (tav) floresta estacional semidecidual",-23.10279065,-47.02029065
"37306","brazil_sao paulo_jose bonifacio_estrada terra municipal jose bonifacio nova alianca, fazenda jacare","","gbif_splink",40,FALSE,NA,NA,"Brazil","São Paulo","José Bonifácio","estrada de terra municipal jose bonifacio-nova alianca fazenda jacare (entre corregos jacare-fartura) ( 20 ) | estrada de terra municipal jose bonifacio-nova alianca fazenda jacare (entre corregos jacare-fartura) capao de cerrado baixada com rio e mata ciliar trepadeira sobre vegetacao folhas alterna ( 3 ) | jose bonifacio estrada de terra municipal jose bonifacio-nova alianca fazenda jacare (entre corregos jacare-fartura) ( 3 ) | jose bonifacio estrada de terra municipal jose bonifacio-nova alianca fazenda jacare ( entre corregos jacare-fartura capao de cerrado baixada com rio e mata ciliar margem da mata ciliar arborea flor amarelada e folha alterna ( 2 ) | mun jose bonifacio estrada de terra municipal jose bonifacio-nova alianca fazenda jacare (entre corregos jacare-=fartura) ( 2 ) | regiao sj rio preto municipio jose bonifacio estrada de terra municipal jose bonifacio-nova alianca fazenda jacare (entre o corrego jacare e corrego fartura) ( 2 )",-21.064944455,-49.7228373345
"43006","brazil_sao paulo_municipio pindamonhangaba","","gbif_splink",40,FALSE,NA,NA,"Brazil","São Paulo","Pindamonhangaba","municipio de pindamonhangaba pico itapera ( 35 ) | mun pindamonhangaba serra da mantiqueira pico de itapeva 6 km se of campos do jordao ( 2 ) | municipio de pindamonhangaba 2 km ne of the pico do itapeva ( 2 ) | municipio de pindamonhangaba serra da mantiqueira pico do itapeva ca 6 km se of campos do jordao ( 1 )",-22.8254512675,-45.6942706675
"45387","brazil_sao paulo_parish","","gbif_splink",40,FALSE,NA,NA,"Brazil","São Paulo","","parish: ubatumirim; nearest named place: rio da fazenda; township: picinguaba ( 24 ) | parish: ubatumirim; nearest named place: pico do papagaio; township: picinguaba ( 8 ) | parish: iguape; nearest named place: rio peropava ( 4 ) | parish: ubatumirim; nearest named place: cachoeira da escada; township: picinguaba ( 4 )",-22.49339778,-48.62654846
"45581","brazil_sao paulo_parque escola santo andre","","gbif",40,FALSE,NA,NA,"Brazil","São Paulo","","parque escola santo andre",-23.664554,-46.550672
"45582","brazil_sao paulo_parque escola santo andre_parque escola santo andre","","gbif",40,FALSE,NA,NA,"Brazil","São Paulo","","parque escola santo andre",-23.664554,-46.550672
"45692","brazil_sao paulo_parque estadual cantareira_parque estadual cantareira","","gbif_splink",40,FALSE,NA,NA,"Brazil","São Paulo","","parque estadual da cantareira ( 9 ) | parque estadual da cantareira sao paulo - sp brasil ( 8 ) | parque estadual da cantareira nucleo pedra grande ( 4 ) | p e da cantareira chapada ( 2 ) | parque estadual da cantareira - tres cruzes sao paulo - sp brazilie ( 2 ) | parque estadual da cantareira nucleo pedra grande regiao de chapada ( 2 )",-22.78532021,-47.783821045
"47830","brazil_sao paulo_pindamonhangaba_pico itapera","","gbif",40,FALSE,NA,NA,"Brazil","São Paulo","Pindamonhangaba","municipio de pindamonhangaba pico itapera ( 35 ) | pico itapera ( 5 )",-22.76528075,-45.5225
"50807","brazil_sao paulo_rancharia_rodovia raposo tavares, fazenda santa maria","","gbif_splink",40,FALSE,NA,NA,"Brazil","São Paulo","Rancharia","rod raposo tavares km 5235 fazenda santa maria ( 11 ) | rod raposo tavares km 5235 fazenda santa maria beira de cerradao ( 8 ) | rodovia raposo tavares km 5235 fazenda santa maria ( 8 ) | rod raposo tavares km 5235 fazenda santa maria 22*22'556's 51*05'407'w 430 msm beira de cerradao ( 5 ) | rod raposo tavares km 5235 fazenda santa maria 22*22'556""s 51*05'407""w 430 msm beira de cerradao ( 3 ) | rod raposo tavares km 523 5 fazenda santa maria 22*22'55 6""s 51*05'40 7""w 430 msm beira de cerradao ( 2 )",-22.3615970025,-51.060054445
"51168","brazil_sao paulo_reserva biologica_reserva biologica, parque estadual fontes ipiranga","","gbif_splink",40,FALSE,NA,NA,"Brazil","São Paulo","","reserva biologica parque estadual das fontes do ipiranga ( 36 ) | reserva biologica parque estadual das fontes de ipiranga ( 1 ) | reserva biologica parque estadual das fontes do ipiranga  ( 1 ) | reserva biologica parque estadual das fontes do ipiranga dentro do instituto de botanica (lago grande) coleta feita na area 26 ( 1 ) | reserva biologica parque estadual das fontes do ipiranga mata da vila facchini ( 1 )",-22.328257115,-48.636019805
"52423","brazil_sao paulo_rio claro_campus bela vista","","gbif_splink",40,FALSE,NA,NA,"Brazil","São Paulo","Rio Claro","unesp - campus bela vista ( 12 ) | unesp campus bela vista ( 10 ) | campus bela vista - unesp ( 5 ) | campus bela vista - unesp folha cartografica ( 1 ) | campus da bela vista - unesp jardim experimental ( 1 ) | campus de bela vista ( 1 )",-22.4336597885,-47.6262681475
"53517","brazil_sao paulo_rua joao della manna_rua joao della manna","","gbif",40,FALSE,NA,NA,"Brazil","São Paulo","","rua joao della manna 665 jardim - rolinopolis sao paulo - sp 05535-010 brasil",-23.583427,-46.729929
"54003","brazil_sao paulo_salesopolis_estrada intermediaria, parque estadual serra mar km 45","","gbif_splink",40,FALSE,NA,NA,"Brazil","São Paulo","Salesópolis","estrada intermediaria parque estadual da serra do mar km 45 ( 12 ) | estrada intermediaria parque estadual da serra do mar km 45 vegetacao campo de altitude borda de mata ( 10 ) | estrada intermediaria parque estadual da serra do mar km 45 1060-1130 msm floresta ombrofila densa de altitude com diferentes graus de degradacao interior de mata ( 8 ) | estrada intermediaria parque estadual da serra do mar km 45 floresta ombrofila densa de altitude com diferentes graus de degradacao interior de mata ( 5 ) | estrada intermediaria  parque estadual da serra do mar km 45 ( 1 ) | estrada intermediaria parque estadual da serra do mar km 45 &nf;4523°38'167' s - 45°41'566' w ( 1 )",-23.576895668,-45.765632099
"55036","brazil_sao paulo_santo andre_estado campo grande","","gbif_splink",40,FALSE,NA,NA,"Brazil","São Paulo","Santo André","est campo grande ( 5 ) | est campo grande mata virgem ( 5 ) | est campo grande sprailway mata virgem ( 5 ) | est campo grande sprailway brejo ( 3 ) | est campo grande railway ( 2 ) | est campo grande railway mata virgem ( 2 )",-7.6522355,-36.862484975
