datelastmodified	basisofrecord	country	stateprovince	institutioncode	collectioncode	catalognumber	kingdom	phylum	taxonclass	ordem	family	genus	species	subspecies	scientificname	scientificnameauthor	typestatus	yearcollected	monthcollected	daycollected	collector	collectornumber	fieldnumber	julianday	timeofday	identifiedby	yearidentified	monthidentified	dayidentified	continentocean	county	locality	verbatimlatitude	verbatimlongitude	longitude	latitude	coordinateprecision	boundingbox	minimumelevation	maximumelevation	minimumdepth	maximumdepth	sex	preparationtype	individualcount	previouscatalognumber	relationshiptype	relatedcatalogitem	notes	barcode	historyofdeposit	depositor	yeardeposited	monthdeposited	daydeposited
2021-12-09T11:07:40	PreservedSpecimen	Brasil	São Paulo	IBt	SP	1847	Plantae				Fabaceae	Stylosanthes	viscosa		Stylosanthes viscosa	(L.) Sw.		1918	04	25	Hoehne, FC	s.n.				Ferreira, MB	1997	10	27		Iguape		0	0	-47.549999	-24.700001	55628																		
2021-12-09T11:07:40	PreservedSpecimen	Brasil	São Paulo	IBt	SP	216940	Plantae				Fabaceae	Stylosanthes	viscosa		Stylosanthes viscosa	(L.) Sw.		1996	01	15	Bicudo, LRH; et al.	326				Bicudo, LRH; Campos, CJ					Botucatu	À margem da Rodovia João Melão, que liga São Miguel à Avaré, no km 296. Campo cerrado	-22.9	-48.738611	-48.738611	-22.9																			
2021-12-09T11:07:40	PreservedSpecimen	Brasil	São Paulo	IBt	SP	25239	Plantae				Fabaceae	Stylosanthes	viscosa		Stylosanthes viscosa	(L.) Sw.		1930	03	11	Gehrt, A	s.n.				Ferreira, MB	1977	10	25		São Paulo	Bairro Butantã	0	0	-46.630001	-23.540001	53584																		
2021-12-09T11:07:40	PreservedSpecimen	Brasil	São Paulo	IBt	SP	28462	Plantae				Fabaceae	Stylosanthes	viscosa		Stylosanthes viscosa	(L.) Sw.		1931	07		Deslandes, J	64									Guarujá	Ilha de Santo Amaro	0	0	-46.25	-23.99	18989																		
2021-12-09T11:07:40	PreservedSpecimen	Brasil	São Paulo	IBt	SP	30859	Plantae				Fabaceae	Stylosanthes	viscosa		Stylosanthes viscosa	(L.) Sw.		1933	08	10	Hoehne, FC	s.n.				Ferreira, MB	1977	10	25		Praia Grande		0	0	-46.400002	-24	22363																		
2021-12-09T11:07:40	PreservedSpecimen	Brasil	São Paulo	IBt	SP	309807	Plantae				Fabaceae	Stylosanthes	viscosa		Stylosanthes viscosa	(L.) Sw.		1994	09	08	Basso, ME; Moncaio, E; Pomari, ML; Nakagomi, MY	26				Fortuna Perez, AP	2007				Cananéia	Ilha Comprida estrada entre a balsa e a Praia da Ilha Comprida	-25.017778	-47.9125	-47.9125	-25.017778																			
2021-12-09T11:07:40	PreservedSpecimen	Brasil	São Paulo	IBt	SP	329554	Plantae				Fabaceae	Stylosanthes	viscosa		Stylosanthes viscosa	(L.) Sw.		1992	07	21	Fávero, OA; Prado, DM	565				Rossi, L					Iguape	Estação Ecológica Juréia-Itatins, Morro do Grajaúna, quintal da casa do Sr. Onésio	0	0	-47.549999	-24.700001	55628																		
2021-12-09T11:07:40	PreservedSpecimen	Brasil	São Paulo	IBt	SP	39576	Plantae				Fabaceae	Stylosanthes	viscosa		Stylosanthes viscosa	(L.) Sw.		1936	03	21	Zamith, JRS	67				Ferreira, MB	1977	10	25		São Paulo	Ind. Animal (Campo de Botânica)	0	0	-46.630001	-23.540001	53584																		
2021-12-09T11:07:40	PreservedSpecimen	Brasil	São Paulo	IBt	SP	40857	Plantae				Fabaceae	Stylosanthes	viscosa		Stylosanthes viscosa	(L.) Sw.		1938	12	18	Viégas, GP; et al.	s.n.				Ferreira, MB	1977	10	25		Campinas	Fazenda Campo Grande	0	0	-47.060001	-22.9	23900																		
2021-12-09T11:07:40	PreservedSpecimen	Brasil	São Paulo	IBt	SP	41155	Plantae				Fabaceae	Stylosanthes	viscosa		Stylosanthes viscosa	(L.) Sw.		1939	05	28	Hashimoto, G	71				Ferreira, MB	1977	10	25		São Paulo	Caxingui	0	0	-46.630001	-23.540001	53584																		
2021-12-09T11:07:40	PreservedSpecimen	Brasil	São Paulo	IBt	SP	43912	Plantae				Fabaceae	Stylosanthes	viscosa		Stylosanthes viscosa	(L.) Sw.		1938	11	25	Franco, C; et al.	s.n.				Ferreira, MB	1977	10	25		Ubatuba	Porto Embarque	0	0	-45.07	-23.43	34265																		
2021-12-09T11:07:40	PreservedSpecimen	Brasil	São Paulo	IBt	SP	45545	Plantae				Fabaceae	Stylosanthes	viscosa		Stylosanthes viscosa	(L.) Sw.		1941	04	20	Rawitscher, F	s.n.				Ferreira, MB	1977	10	25		Praia Grande		0	0	-46.400002	-24	22363																		
2021-12-09T11:07:40	PreservedSpecimen	Brasil	São Paulo	IBt	SP	64551	Plantae				Fabaceae	Stylosanthes	viscosa		Stylosanthes viscosa	(L.) Sw.		1961	04	19	Mattos, JR; Mattos, NF	8915				Ferreira, MB	1977	10	25		Ubatuba	Praia de Perequerê. Numa capoeirinha no norte da cidade, terreno arenoso, 20cm de altura	0	0	-45.07	-23.43	34265																		
2021-12-09T11:07:40	PreservedSpecimen	Brasil	São Paulo	IBt	SP	7086	Plantae				Fabaceae	Stylosanthes	viscosa		Stylosanthes viscosa	(L.) Sw.		1920	02	16	Gehrt, G	s.n.				Ferreira, MB	1997	10	27		Botucatu	Rubião Junior	0	0	-48.439999	-22.879999	40412																		
2021-12-09T11:07:40	PreservedSpecimen	Brasil	São Paulo	IBt	SP	31690	Plantae				Fabaceae	Styphnolobium	japonicum		Styphnolobium japonicum	(L.) Schott		1934	03	26	Kuhlmann, M	s.n.				Mamede, MCH	2008	10			São Paulo		0	0	-46.630001	-23.540001	53584													SP027951					
2021-12-09T11:07:40	Extra	Brasil	São Paulo	IBt	SP	31690a	Plantae				Fabaceae	Styphnolobium	japonicum		Styphnolobium japonicum	(L.) Schott		1934	03	26	Kuhlmann, M	s.n.				Mamede, MCH	2008	10			São Paulo		0	0	-46.630001	-23.540001	53584													SP027950					
2021-12-09T11:07:40	Carpo	Brasil	São Paulo	IBt	SP	31690b	Plantae				Fabaceae	Styphnolobium	japonicum		Styphnolobium japonicum	(L.) Schott		1934	03	26	Kuhlmann, M	s.n.				Mamede, MCH	2008	10			São Paulo		0	0	-46.630001	-23.540001	53584																		
2021-12-09T11:07:40	PreservedSpecimen	Brasil	São Paulo	IBt	SP	340408	Plantae				Fabaceae	Swartzia	acutifolia	submarginata	Swartzia acutifolia submarginata	Benth.		1997	07	19	Nicolau, SA; Mana de Deus, JR; Lunardi, M; Amaral, JV	2220				Nicolau, SA					Pindamonhangaba	Fazenda São Sebastião do Ribeirão Grande, área acima da trilha do mono-carvoeiro, encosta.	0	0	-45.459999	-22.92	24176																		
2021-12-09T11:07:42	PreservedSpecimen	Brasil	São Paulo	IBt	SP	309783	Plantae				Fabaceae	Swartzia	flaemingii		Swartzia flaemingii	Raddi		1993	11	11	Martins, A; et al.	30125				Borges, M	2006	11			Ubatuba	Praia de Puruba	-23.35	-44.966667	-44.966667	-23.35																			
2021-12-09T11:07:42	PreservedSpecimen	Brasil	São Paulo	IBt	SP	309784	Plantae				Fabaceae	Swartzia	flaemingii		Swartzia flaemingii	Raddi		1994	08	27	Assis, MA; Furlan, A; Carneiro, CE; Farinaccio, MA; Scudeller, V; Cavalcante, DC	294				Garcia, FCP					Ubatuba	Trilha e estrada da Almada	-23.35	-44.866667	-44.866667	-23.35																			
2021-12-09T11:07:42	PreservedSpecimen	Brasil	São Paulo	IBt	SP	309786	Plantae				Fabaceae	Swartzia	flaemingii		Swartzia flaemingii	Raddi		1994	08	27	Assis, MA; Furlan, A; Carneiro, CE; Farinaccio, MA; Scudeller, V; Cavalcante, DC	315				Garcia, FCP					Ubatuba	Trilha e estrada da Almada	-23.35	-44.866667	-44.866667	-23.35																			
2021-12-09T11:07:42	PreservedSpecimen	Brasil	São Paulo	IBt	SP	309789	Plantae				Fabaceae	Swartzia	flaemingii		Swartzia flaemingii	Raddi		1994	04	15	Furlan, A; Assis, MA; Garcia, FCP; Ruffino, PHP; Carneiro, CE	1422				Garcia, FCP	1994				Ubatuba	Trilha da Almada, km 13 da rodovia Rio/Santos	-23.35	-44.866667	-44.866667	-23.35																			
2021-12-09T11:07:42	PreservedSpecimen	Brasil	São Paulo	IBt	SP	309792	Plantae				Fabaceae	Swartzia	flaemingii		Swartzia flaemingii	Raddi		1996	02	03	Leitão Filho, HF; Rodrigues, RR; Santin, DA; Nave, AG; Sanchez, M; Mansano, V; Seoane, CES	34801				Mansano, VF					Ubatuba	Inicio de encosta, rodovia Oswaldo Cruz	0	0	-45.07	-23.43	34265																		
2021-12-09T11:07:42	PreservedSpecimen	Brasil	São Paulo	IBt	SP	329594	Plantae				Fabaceae	Swartzia	flaemingii		Swartzia flaemingii	Raddi		1992			Fávero, OA; Born, GCC	s.n.				Rossi, L					Iguape	Estação Ecológica Juréia-Itatins	0	0	-47.549999	-24.700001	55628																		
2021-12-09T11:07:42	PreservedSpecimen	Brasil	São Paulo	IBt	SP	238550	Plantae				Fabaceae	Swartzia	flaemingii	flaemingii	Swartzia flaemingii flaemingii	Raddi		1990	04	26	Rossi, L; et al.	587				Rossi, L; Mamede, MCH	1990				Iguape	Reserva Ecológica Juréia-Itatins, Trilha para a foz do Rio Verde, restinga arbórea	0	0	-47.549999	-24.700001	55628												<nO>Arvoreta ca. 4,0m alt., inflorescências caulifloras, cálice castanho claro, pétalas alvas anteras amarelas</nO>						
2021-12-09T11:07:42	PreservedSpecimen	Brasil	São Paulo	IBt	SP	119256	Plantae				Fabaceae	Swartzia	langsdorffii		Swartzia langsdorffii	Raddi		1960	01	27	Hoehne, W	4012				Torke, BM	2000				São Paulo	Parque do Estado, Bairro Água Funda. Jardim Botânico	0	0	-46.630001	-23.540001	53584																		
2021-12-09T11:07:42	PreservedSpecimen	Brasil	São Paulo	IBt	SP	127369	Plantae				Fabaceae	Swartzia	langsdorffii		Swartzia langsdorffii	Raddi		1946	02	25	Kuhlmann, M	3237				Borges, LM	2006	11	21		Santo André	E.B. do Alto da Serra de Paranapiacaba	0	0	-46.529999	-23.66	27258																		
2021-12-09T11:07:42	PreservedSpecimen	Brasil	São Paulo	IBt	SP	13244	Plantae				Fabaceae	Swartzia	langsdorffii		Swartzia langsdorffii	Raddi		1923	06	02	Lemos, D	s.n.				Borges, LM	2006	11	21		Santo André	E.B. do Alto da Serra de Paranapiacaba	0	0	-46.529999	-23.66	27258																		
2021-12-09T11:07:42	PreservedSpecimen	Brasil	São Paulo	IBt	SP	251801	Plantae				Fabaceae	Swartzia	langsdorffii		Swartzia langsdorffii	Raddi		1991	12	18	Cordeiro, I; et al.	878									Iguape	Estação Ecológica Juréia-Itatins, Restinga arbórea entre o Rio Una do Prelado e Rio Verde	0	0	-47.549999	-24.700001	55628												<nO>Arvoreta ca. 6m alt., ramiflora, botões alvos, cálice rasgando-se na antese, alvo, pétala alva, filetes dos estames menores amarelados, dos maiores alvos, ovário alvo esverdeado</nO>						
2021-12-09T11:07:42	PreservedSpecimen	Brasil	São Paulo	IBt	SP	263392	Plantae				Fabaceae	Swartzia	langsdorffii		Swartzia langsdorffii	Raddi		1993	02	11	Rossi, L; Chautems, A; Nicolau, SA; Espírito Santo, CE; Prado, DM	1282									Iguape	Estação Ecológica Juréia-Itatins, Proximidades do aloajamento, mata de planície	0	0	-47.549999	-24.700001	55628												<nO>Árvore, 5m alt., fruto imaturo verde</nO>	SP027955					
2021-12-09T11:07:42	PreservedSpecimen	Brasil	São Paulo	IBt	SP	268553	Plantae				Fabaceae	Swartzia	langsdorffii		Swartzia langsdorffii	Raddi		1994	04	13	Anunciação, EA; Cordeiro, I	487									Iguape	Estação Ecológica Juréia-Itatins, Serra da Juréia, praia do Una, área de restinga entre os rios Verde e Una do prelado, mata pluvial de planície	0	0	-47.549999	-24.700001	55628												<nO>Árvore ca. 9,0m alt., fruto imaturo verde, maduro negro, fruto na carpoteca</nO>						
2021-12-09T11:07:42	PreservedSpecimen	Brasil	São Paulo	IBt	SP	28601	Plantae				Fabaceae	Swartzia	langsdorffii		Swartzia langsdorffii	Raddi		1931	12	21	s.col.	s.n.				Mansano, VF	1996	08	15		Piracicaba	Escola Agrícola Luiz de Queiroz	0	0	-47.639999	-22.719999	44778																		
2021-12-09T11:07:42	PreservedSpecimen	Brasil	São Paulo	IBt	SP	28826	Plantae				Fabaceae	Swartzia	langsdorffii		Swartzia langsdorffii	Raddi		1929			s.col.	s.n.				Mansano, VF	1996	08	15		São Paulo	Horto Florestal. Cantareira	0	0	-46.630001	-23.540001	53584																		
2021-12-09T11:07:42	PreservedSpecimen	Brasil	São Paulo	IBt	SP	295752	Plantae				Fabaceae	Swartzia	langsdorffii		Swartzia langsdorffii	Raddi		1995	08	15	Corrêa, MA; et al.	17				Mansano, VF	1996	08	15		Embu das Artes	Próximo ao sítio do Sr Shiguero	0	0	0	0																			
2021-12-09T11:07:42	PreservedSpecimen	Brasil	São Paulo	IBt	SP	345402	Plantae				Fabaceae	Swartzia	langsdorffii		Swartzia langsdorffii	Raddi		2000	01	26	Cordeiro, I; Pinheiro, F; Oliveira, RJ	1993									Peruíbe	Estação Ecológica Juréia-Itatins, Núcleo Guarau, Mata Ombrófila densa de encosta, Morro do Fernando	0	0	-46.990002	-24.32	21922												<nO>Árvore ca. 7m alt., cálice pétalas, estames maiores e ovário alvos filetes e anteras dos estames menores amarelo ouro</nO>	SP027957					
2021-12-09T11:07:42	PreservedSpecimen	Brasil	São Paulo	IBt	SP	37608	Plantae				Fabaceae	Swartzia	langsdorffii		Swartzia langsdorffii	Raddi		1937	02	09	Gehrt, A	s.n.				Mansano, VF	1996	08	15		São Vicente		0	0	-46.389999	-23.959999	25482																		
2021-12-09T11:07:42	PreservedSpecimen	Brasil	São Paulo	IBt	SP	465641	Plantae				Fabaceae	Swartzia	langsdorffii		Swartzia langsdorffii	Raddi		2000	02	24	Martins, SE; Sampaio, PSP	665				Lima, HC	2001	05			Bertioga	São Lourenço, Rod. SP-55, Km 211,5. Fazenda da Família Pinto	0	0	-46.138599	-23.854401	37616																		
2021-12-09T11:07:42	PreservedSpecimen	Brasil	São Paulo	IBt	SP	65867	Plantae				Fabaceae	Swartzia	langsdorffii		Swartzia langsdorffii	Raddi		1961	02	16	Hodgson, A	2				Mansano, VF	1996	08	15		São Paulo	Parque do Estado	0	0	-46.630001	-23.540001	53584																		
2021-12-09T11:07:42	PreservedSpecimen	Brasil	São Paulo	IBt	SP	245920	Plantae				Fabaceae	Swartzia	macrostachya		Swartzia macrostachya	Benth.		1988	07	25	Melo, MMRF; Penina, A	822				Mantovani, W	1990	06			Cananéia	Parque Estadual da Ilha do Cardoso, Morro da Captação	0	0	-47.919998	-25.01	37574																		
2021-12-09T11:07:43	PreservedSpecimen	Brasil	São Paulo	IBt	SP	40023	Plantae				Fabaceae	Swartzia	oblata		Swartzia oblata	R.S.Cowan		1939	03	15	Kuhlmann, M; Gehrt, A	s.n.				Mansano, VF	2005	09	21			Alto da Serra Quebra Cangalha. Estrada para Cunha	0	0	0	0																			
2021-12-09T11:07:43	PreservedSpecimen	Brasil	São Paulo	IBt	SP	40493	Plantae				Fabaceae	Swartzia	oblata		Swartzia oblata	R.S.Cowan		1939	05	21	Gehrt, A	s.n.				Mansano, VF	2005	09	21		Santos	José Menino. Alto do morro de São Bento	0	0	-46.330002	-23.959999	26836																		
2021-12-09T11:07:43	PreservedSpecimen	Brasil	São Paulo	IBt	SP	350952	Plantae				Fabaceae	Swartzia	simplex		Swartzia simplex	(Sw.) Spreng.		1995	12	15	Sanchez, M; Pedroni, F	380				Sanches, M					Ubatuba	Picinguaba	-23.366667	-44.8	-44.8	-23.366667																			
2021-12-09T11:07:43	PreservedSpecimen	Brasil	São Paulo	IBt	SP	309785	Plantae				Fabaceae	Swartzia	simplex	grandiflora	Swartzia simplex grandiflora	(Raddi) R.S.Cowan		1994	08	29	Assis, MA; Furlan, A; Carneiro, CE; Farinaccio, MA; Scudeller, V; Cavalcante, DC	424				Garcia, FCP					Ubatuba	Km 9 da rodovia Rio/Santos, Morro do Tambor	0	0	-45.07	-23.43	34265																		
2021-12-09T11:07:43	PreservedSpecimen	Brasil	São Paulo	IBt	SP	327823	Plantae				Fabaceae	Swartzia	simplex	grandiflora	Swartzia simplex grandiflora	(Raddi) R.S.Cowan		1988	06	06	Ribeiro, JELS; et al.	368				Garcia, FCP	1992				Ubatuba	Picinguaba. Trilha para o mangue do Rio Picinguaba	0	0	-45.07	-23.43	34265													SP028271					
2021-12-09T11:07:43	PreservedSpecimen	Brasil	São Paulo	IBt	SP	13242	Plantae				Fabaceae	Swartzia	submarginata		Swartzia submarginata	(Benth.) Mansano		1894	10	29	Loefgren, A; Edwall, G	CGG2815									Iporanga	Juru-Mirim, capoeira, caminho para Iporanga.	0	0	-48.59	-24.58	38740												<nO>Arbor fr. , magn. tronco pendens.</nO>	SP006441					
2021-12-09T11:07:43	PreservedSpecimen	Brasil	São Paulo	IBt	SP	159775	Plantae				Fabaceae	Swartzia	submarginata		Swartzia submarginata	(Benth.) Mansano		1979	01	16	De-Grande, DA; Lopes, EA	204				Tozzi, AMGA	2010				Cananéia	Ilha do Cardoso, Barreiro Grande	0	0	-47.919998	-25.01	37574																		
2021-12-09T11:07:43	PreservedSpecimen	Brasil	São Paulo	IBt	SP	309790	Plantae				Fabaceae	Swartzia	submarginata		Swartzia submarginata	(Benth.) Mansano		1995	02	15	Leitão Filho, HF; et al.	33458				Borges, LM	2006	11	22		Iguape	Calvário	-24.655	-41.491111	-41.491111	-24.655																			
2021-12-09T11:07:43	PreservedSpecimen	Brasil	São Paulo	IBt	SP	127370	Plantae				Fabaceae	Swartzia	submarginata	submarginata	Swartzia submarginata submarginata	(Benth.) Mansano		1951	12	12	Kuhlmann, M	2762				Mansano, VF	2005	09	21		Igaratá	Sítio do Sr. João Barbosa Machado	0	0	-46.150002	-23.200001	24798													SP028268					
2021-12-09T11:07:43	PreservedSpecimen	Brasil	São Paulo	IBt	SP	259601	Plantae				Fabaceae	Sweetia	fruticosa		Sweetia fruticosa	Spreng.		1992	09	10	Barros, F	2500				Cardoso, D	2007	11			Ilha Solteira		0	0	-51.34	-20.43	31913													SP028329					
2021-12-09T11:07:43	PreservedSpecimen	Brasil	São Paulo	IBt	SP	80188	Plantae				Fabaceae	Sweetia	fruticosa		Sweetia fruticosa	Spreng.		1946	09	14	Kuhlmann, M	1465				Lima, HC	1984				Pirassununga	Emas	0	0	-47.419998	-21.99	24621													SP028330					
2021-12-09T11:07:43	PreservedSpecimen	Brasil	São Paulo	IBt	SP	154752	Plantae				Fabaceae	Tachigali	aurea		Tachigali aurea	Tul.		1977	01	08	Gibbs, PE; Leitão Filho, HF	4221				Lima, HC	2006	10	20		Mogi Guaçu	Estação Experimental de Mogi Guaçu, 25km NW de Mogi Guaçu, Fazenda Campininha. cerrado	0	0	-46.9422	-22.3722	39309																		
2021-12-09T11:07:43	PreservedSpecimen	Brasil	São Paulo	IBt	SP	55592	Plantae				Fabaceae	Tachigali	aurea		Tachigali aurea	Tul.		1955	02	03	Handro, O	450				Werff, H van der	2007				Mogi Guaçu	Reserva Florestal (Fazenda Campininha), perto de Pádua Sales	0	0	-46.9422	-22.3722	39309													SP025037					
2021-12-09T11:07:43	PreservedSpecimen	Brasil	São Paulo	IBt	SP	84791	Plantae				Fabaceae	Tachigali	aurea		Tachigali aurea	Tul.		1965	12	17	Elias de Paula, J	183				Pinto, RB	2013	11			Mogi Guaçu	Fazenda Campininha	0	0	-46.9422	-22.3722	39309																		
2021-12-09T11:07:43	PreservedSpecimen	Brasil	São Paulo	IBt	SP	97472	Plantae				Fabaceae	Tachigali	aurea		Tachigali aurea	Tul.		1955	01	08	Kuhlmann, M	3542				Lima, HC	2007	10			Mogi Guaçu	Ouriçanga	0	0	-46.9422	-22.3722	39309																		
2021-12-09T11:07:43	PreservedSpecimen	Brasil	São Paulo	IBt	SP	102628	Plantae				Fabaceae	Tachigali	denudata		Tachigali denudata	(Vogel) Oliveira-Filho		1966	10	18	Mattos, JR	13909				Silva, LFG	2007	04			Itapetininga	21km norte de Itapetininga, rodovia sorocaba-Itapetininga, capão	0	0	-48.049999	-23.59	40712																		
2021-12-09T11:07:43	PreservedSpecimen	Brasil	São Paulo	IBt	SP	115953	Plantae				Fabaceae	Tachigali	denudata		Tachigali denudata	(Vogel) Oliveira-Filho		1966	10	18	Mattos, J	13933				Werff, H van der	2008				Capão Bonito	Estação Experimental. 7 km ao sul de Capão Bonito	0	0	-48.34	-24	39505													SP029303					
2021-12-09T11:07:43	PreservedSpecimen	Brasil	São Paulo	IBt	SP	137711	Plantae				Fabaceae	Tachigali	denudata		Tachigali denudata	(Vogel) Oliveira-Filho		1975	10	09	Silva, JS	389				Mamede, MCH	2013	09			São Paulo	Parque Estadual das Fontes do Ipiranga	0	0	-46.630001	-23.540001	53584																		
2021-12-09T11:07:43	PreservedSpecimen	Brasil	São Paulo	IBt	SP	216138	Plantae				Fabaceae	Tachigali	denudata		Tachigali denudata	(Vogel) Oliveira-Filho		1985	12	06	Melo, MMRF	595				Tozzi, AMGA	2010				Cananéia	Ilha do Cardoso, Ipanema, Morro das Pedras	0	0	-47.919998	-25.01	37574																		
2021-12-09T11:07:43	PreservedSpecimen	Brasil	São Paulo	IBt	SP	235939	Plantae				Fabaceae	Tachigali	denudata		Tachigali denudata	(Vogel) Oliveira-Filho		1989	07	06	Barros, F; Ninomia, RT	1698				Silva, MJ	2006	12	10		Cananéia	Ilha do Cardoso, Morro Três Irmãos, próximo ao rio Perequê	0	0	-47.919998	-25.01	37574																		
2021-12-09T11:07:43	PreservedSpecimen	Brasil	São Paulo	IBt	SP	237333	Plantae				Fabaceae	Tachigali	denudata		Tachigali denudata	(Vogel) Oliveira-Filho		1989	09	27	Barros, F	1750				Silva, MJ	2006	12	12		Cananéia	Ilha do Cardoso, Morro Três Irmãos	0	0	-47.919998	-25.01	37574																		
2021-12-09T11:07:43	PreservedSpecimen	Brasil	São Paulo	IBt	SP	245253	Plantae				Fabaceae	Tachigali	denudata		Tachigali denudata	(Vogel) Oliveira-Filho		1990	08	15	Luchi, AE	47				Silva, LFG	2007	04			São Paulo	Parque Estadual das Fontes do Ipiranga, Instituto de Botânica	0	0	-46.630001	-23.540001	53584																		
2021-12-09T11:07:43	PreservedSpecimen	Brasil	São Paulo	IBt	SP	43853	Plantae				Fabaceae	Tachigali	denudata		Tachigali denudata	(Vogel) Oliveira-Filho		1939	09	01	Smith, C	s.n.				Werff, H van der	2008				Ubatuba	Estação Experimental	0	0	-45.07	-23.43	34265													SP025028					
2021-12-09T11:07:43	PreservedSpecimen	Brasil	São Paulo	IBt	SP	490574	Plantae				Fabaceae	Tachigali	denudata		Tachigali denudata	(Vogel) Oliveira-Filho		2016	07	13	Petri, L; Biasoli, SM	915				Aragaki, S; Petri, L	2016	12	19		São Paulo	Parque Estadual das Fontes do Ipiranga	0	0	-46.630001	-23.540001	53584																		
2021-12-09T11:07:43	PreservedSpecimen	Brasil	São Paulo	IBt	SP	491427	Plantae				Fabaceae	Tachigali	denudata		Tachigali denudata	(Vogel) Oliveira-Filho		2013	12	19	Almeida Scabbia, RJ; Kameyama, C	1053				Rossi, L	2015	01	20		Guarulhos	Alça de acesso ao Aeroporto de Guarulhos.	-23.394611	-46.454278	-46.454278	-23.394611			745	745															
2021-12-09T11:07:43	PreservedSpecimen	Brasil	São Paulo	IBt	SP	253703	Plantae				Fabaceae	Tachigali	multijuga		Tachigali multijuga	Benth.		1992	03	12	Aragaki, S; Cordeiro, I; Rossi, L; Nicolau, SA	7									Iguape	Estação Ecológica Juréia-Itatins, Mata próxima ao alojamento	0	0	-47.549999	-24.700001	55628												<nO>Árvore do dossel, DAP ca. 50cm., ca. 30m alt., inflorescências ocráceas, cálice ocráceo, pétalas amarelas na antese, tornando-se creme posteriormente, frutos jovens com indumento castanho dourado</nO>	SP025016					
2021-12-09T11:07:43	PreservedSpecimen	Brasil	São Paulo	IBt	SP	255926	Plantae				Fabaceae	Tachigali	multijuga		Tachigali multijuga	Benth.		1992	06	23	Pereira, DF; et al.	180									Iguape	Estação Ecológica Juréia-Itatins, Trilha próxima do alojamento em direção ao caminho do Imperador	0	0	-47.549999	-24.700001	55628												<nO>Árvore, ca. 25,0m alt., frutos imaturos verdes (flores coletadas em março)</nO>						
2021-12-09T11:07:43	PreservedSpecimen	Brasil	São Paulo	IBt	SP	3668	Plantae				Fabaceae	Tachigali	pilgeriana		Tachigali pilgeriana	(Harms) Oliveira-Filho		1920	02	06	Hoehne, FC	s.n.									Santo André	Alto da Serra	0	0	-46.529999	-23.66	27258																		
2021-12-09T11:07:43	PreservedSpecimen	Brasil	São Paulo	IBt	SP	427	Plantae				Fabaceae	Tachigali	pilgeriana		Tachigali pilgeriana	(Harms) Oliveira-Filho		1917	10		Hoehne, FC	s.n.									Santo André	Alto da Serra	0	0	-46.529999	-23.66	27258																		
2021-12-09T11:07:43	Carpo	Brasil	São Paulo	IBt	SP	427a	Plantae				Fabaceae	Tachigali	pilgeriana		Tachigali pilgeriana	(Harms) Oliveira-Filho		1917	10		Hoehne, FC	s.n.									Santo André	Alto da Serra	0	0	-46.529999	-23.66	27258																		
2021-12-09T11:07:43	PreservedSpecimen	Brasil	São Paulo	IBt	SP	34707	Plantae				Fabaceae	Tamarindus	indica		Tamarindus indica	L.		1935	11	15	Gehrt, A	s.n.									Santos	Cultivado	0	0	-46.330002	-23.959999	26836													SP025001					
2021-12-09T11:07:43	PreservedSpecimen	Brasil	São Paulo	IBt	SP	42174	Plantae				Fabaceae	Tamarindus	indica		Tamarindus indica	L.		1939	12	21	Hoehne, FC; Gehrt, A	s.n.				Gehrt, A					Amparo	Cultivado na Chácara Martorano, já se acha quase asselvajada no Brasil tropical	0	0	-46.759998	-22.700001	18036																		
2022-06-10T14:51:15	PreservedSpecimen	Brasil	São Paulo	IBt	SP	285648	Plantae				Fabaceae	Tara	spinosa		Tara spinosa	(Molina) Britton & Rose		1992	07	22	Brischi, AM	s.n.				Mamede, MCH	2022	06			São Paulo		0	0	-46.630001	-23.540001	53584													SP011628					
2022-06-10T14:51:15	PreservedSpecimen	Brasil	São Paulo	IBt	SP	45728	Plantae				Fabaceae	Tara	spinosa		Tara spinosa	(Molina) Britton & Rose		1940	11	20	Handro, O	s.n.				Mamede, MCH	2022	06			São Paulo	Cultivado no Jardim Botânico, proced. da Est. Bot. do Egito	0	0	-46.630001	-23.540001	53584																		
2021-12-09T11:07:43	PreservedSpecimen	Brasil	São Paulo	IBt	SP	316530	Plantae				Fabaceae	Tephrosia			Tephrosia			1997	11	07	Marcondes Ferreira, W; Semir, J; Hind, DJN; Dutilh, JHA; Nakajima, JN; Belinello, R	1678									Pedregulho	Morro Solteiro, mata de encosta em morro de arenito	0	0	-47.470001	-20.25	27552																		
2021-12-09T11:07:43	PreservedSpecimen	Brasil	São Paulo	IBt	SP	113817	Plantae				Fabaceae	Tephrosia	candida		Tephrosia candida	(Roxb.) DC.					Leitão Filho, HF	s.n.				Leitão Filho, HF	1967	04	07		Campinas	Fazenda Santa Elisa	0	0	-47.060001	-22.9	23900																		
2021-12-09T11:07:43	PreservedSpecimen	Brasil	São Paulo	IBt	SP	218067	Plantae				Fabaceae	Tephrosia	candida		Tephrosia candida	(Roxb.) DC.		1987	08	22	Catharino, ELM	1101				Queiroz, RT	2012	01	28		Piracicaba	Mata da Pedreira, ESALQ	0	0	-47.639999	-22.719999	44778																		
