Origin Image,Barcode,Herbarium of Origin,Associated duplicates in Virtual Herbarium,Indicated duplicates the voucher specimen,Rank:,Scientific Name,"Determination qualifier (cf., aff. ou !)",Family,Genus,Species,subsp./var./forma,Author of Taxon,Determiner,Determination Date ,Type,Collector,Other Collectors,Collection Number,From:,To:,Plant description,Country,State,City,Description of Location,Elevation Minimum,Elevation Maximum,Measurement unit,Latitude Minimum,Latitude Maximum,Longitude Minimum,Longitude Maximum,Comments,Updated by,Updated
ESA,ESA047067,ESA,,,Species,FABACEAE Chamaecrista ramosa (Vogel) H.S.Irwin & Barneby,,Fabaceae,Chamaecrista,ramosa,,(Vogel) H.S.Irwin & Barneby,No determiner,01/13/2001,no,"Hoehne, W.",,SPF 10713,01/27/1949,,,Brasil,São Paulo,São Paulo,,,,METRO,,,,,,,
ESA,ESA047068,ESA,,,Species,FABACEAE Senna multijuga (L.C.Rich.) H.S.Irwin & Barneby,,Fabaceae,Senna,multijuga,,(L.C.Rich.) H.S.Irwin & Barneby,No determiner,,no,"Hoehne, W.",,SPF 13619,02/26/1945,,,Brasil,São Paulo,São Paulo,,,,METRO,,,,,,,
ESA,ESA047069,ESA,,,Species,FABACEAE ,,Fabaceae,Desmodium,affine,,,No determiner,,no,"Hoehne, W.",,SPF 12706,04/14/1950,,,Brasil,São Paulo,Jales,,,,METRO,,,,,,,
ESA,ESA047070,ESA,,,Species,FABACEAE Periandra mediterranea (Vell.) Taub.,,Fabaceae,Periandra,mediterranea,,(Vell.) Taub.,No determiner,01/01/1995,no,"Hoehne, W.",,SPF 11400,01/18/1945,,,Brasil,São Paulo,Caieiras,,,,METRO,,,,,,,
ESA,ESA047072,ESA,,,Species,FABACEAE Lablab purpureus (L.) Sweet,,Fabaceae,Lablab,purpureus,,(L.) Sweet,"Souza, V.C.",03/30/2012,no,"Hoehne, W.",,SPF 15346,04/27/1954,,,Brasil,São Paulo,São Paulo,,,,METRO,,,,,,,
ESA,ESA047073,ESA,,,Species,FABACEAE Leptolobium elegans Vogel,,Fabaceae,Leptolobium,elegans,,Vogel,"Rodrigues, R.S.",06/27/1905,no,"Hoehne, W.",,SPF 14029,11/29/1951,,,Brasil,São Paulo,Araraquara,,,,METRO,,,,,,,
ESA,ESA047074,ESA,,,Species,FABACEAE ,,Fabaceae,Leucochloron,incuriale,,,"Lewis, G.P.",07/01/1905,no,"Hoehne, W.",,SPF 11320,09/26/1944,,,Brasil,São Paulo,São Paulo,,,,METRO,,,,,,,
ESA,ESA047075,ESA,,,Genus,FABACEAE ,,Fabaceae,Abarema,,,,No determiner,,no,"Hoehne, W.",,SPF 13157,12/01/1941,,,Brasil,São Paulo,São Paulo,,,,METRO,,,,,,,
ESA,ESA047076,ESA,,,Species,FABACEAE Abarema brachystachya (DC.) Barneby & J.W.Grimes,,Fabaceae,Abarema,brachystachya,,(DC.) Barneby & J.W.Grimes,No determiner,,no,"Hoehne, W.",,SPF 12909,,,,Brasil,São Paulo,Mongaguá,Praia Grande,,,METRO,,,,,,,
ESA,ESA047077,ESA,,,Species,FABACEAE Dalbergia ecastophyllum (L.) Taub.,,Fabaceae,Dalbergia,ecastophyllum,,(L.) Taub.,No determiner,,no,"Bartolomeu, J.G.",,SPF 15163,12/23/1953,,,Brasil,São Paulo,Mongaguá,,,,METRO,,,,,,,
ESA,ESA047078,ESA,,,Species,FABACEAE Dalbergia brasiliensis Vogel,,Fabaceae,Dalbergia,brasiliensis,,Vogel,No determiner,,no,"Hoehne, W.",,SPF 12432,04/11/1945,,,Brasil,São Paulo,Caieras,,,,METRO,,,,,,,
ESA,ESA048397,ESA,,,Species,FABACEAE Dalbergia ecastophyllum (L.) Taub.,,Fabaceae,Dalbergia,ecastophyllum,,(L.) Taub.,No determiner,,no,"Hoehne, W.",,SPF 15476,02/28/1955,,,Brasil,São Paulo,São Vicente,,,,METRO,,,,,,,
ESA,ESA048399,ESA,,,Species,FABACEAE Andira anthelmia (Vell.) Benth.,,Fabaceae,Andira,anthelmia,,(Vell.) Benth.,"Souza, V.C.",06/21/1999,no,"Hoehne, W.",,,09/20/1951,,,Brasil,São Paulo,São Paulo,,,,METRO,,,,,,,
ESA,ESA048514,ESA,,,Species,FABACEAE Machaerium nyctitans (Vell.) Benth.,,Fabaceae,Machaerium,nyctitans,,(Vell.) Benth.,No determiner,,no,"Mendonça Filho, C.V.",,428,04/12/1998,,,Brasil,São Paulo,MG,,,,METRO,,,,,,,
ESA,ESA048706,ESA,,,Species,FABACEAE Chamaecrista trichopoda (Benth.) Britton & Rose ex Britton & Killip,,Fabaceae,Chamaecrista,trichopoda,,(Benth.) Britton & Rose ex Britton & Killip,No determiner,01/01/1994,no,"Hoehne, W.",,SPF 13174,02/26/1945,,,Brasil,São Paulo,São Paulo,,,,METRO,,,,,,,
ESA,ESA049424,ESA,,,Genus,FABACEAE ,,Fabaceae,Acosmium,,,,No determiner,,no,"Zandoval, J.A.",,124,05/27/1998,,,Brasil,São Paulo,Piracicaba,,,,METRO,,,,,,,
ESA,ESA050049,ESA,,,Species,FABACEAE ,,Fabaceae,Chamaecrista,ramosa,,,"Souza, V.C.",,no,"Scaramuzza, C.A.M. et al.",,1086,04/24/1993,,,Brasil,São Paulo,Itararé,,,,METRO,,,,,,,
ESA,ESA050098,ESA,,,Species,FABACEAE ,,Fabaceae,Chamaecrista,desvauxii,,,"Souza, V.C.",,no,"Scaramuzza, C.A.M. et al.",,1115,05/21/1993,,,Brasil,São Paulo,Itararé,,,,METRO,,,,,,,
ESA,ESA050150,ESA,,,Species,FABACEAE Mimosa dolens Vell.,,Fabaceae,Mimosa,dolens,,Vell.,"Souza, V.C.",03/30/2012,no,"Scaramuzza, C.A.M. et al.",,1065,04/24/1993,,,Brasil,São Paulo,Itararé,,,,METRO,,,,,,,
ESA,ESA050183,ESA,,,Species,FABACEAE ,,Fabaceae,Chamaecrista,ramosa,,,"Souza, V.C.",,no,"Scaramuzza, C.A.M. et al.",,1106,05/20/1993,,,Brasil,São Paulo,Itararé,,,,METRO,,,,,,,
ESA,ESA050316,ESA,,,Species,FABACEAE ,,Fabaceae,Machaerium,uncinatum,,,No determiner,,no,"Carboni, M. et al.",,144,03/27/2005,,,Brasil,São Paulo,Eldorado,,,,METRO,,,,,,,
ESA,ESA050324,ESA,,,Species,FABACEAE Andira anthelmia (Vell.) Benth.,,Fabaceae,Andira,anthelmia,,(Vell.) Benth.,No determiner,,no,"Carboni, M. et al.",,193,03/29/2005,,,Brasil,São Paulo,Cananéia,,,,METRO,,,,,,,
ESA,ESA050643,ESA,,,Species,FABACEAE ,,Fabaceae,Bauhinia,tomentosa,,,"Oliveira, M.D.",,no,"Oliveira, M.D.",,,11/12/2004,,,Brasil,São Paulo,Piracicaba,,,,METRO,,,,,,,
ESA,ESA050663,ESA,,,Species,FABACEAE Caesalpinia pulcherrima (L.) Sw.,,Fabaceae,Caesalpinia,pulcherrima,,(L.) Sw.,"Baroza, M.V.A.F.",,no,"Baroza, M.V.A.F.",,,11/30/2004,,,Brasil,São Paulo,Piracicaba,,,,METRO,,,,,,,
ESA,ESA050692,ESA,,,Species,FABACEAE ,,Fabaceae,Bauhinia,variegata,,,"Borges, A.C.F.",,no,"Borges, A.C.F.",,,12/09/2004,,,Brasil,São Paulo,Piracicaba,,,,METRO,,,,,,,
ESA,ESA050741,ESA,,,Species,FABACEAE ,,Fabaceae,Schottia,brachypetala,,,"Nobre, F.V.",,no,"Nobre, F.V.","Saad, F.A.",,10/19/2005,,,Brasil,São Paulo,Piracicaba,,,,METRO,,,,,,,
ESA,ESA050755,ESA,,,Species,FABACEAE ,,Fabaceae,Calliandra,brevipes,,,"Freire, B.F.S.",,no,"Freire, B.F.S.",,,08/10/2005,,,Brasil,São Paulo,Piracicaba,,,,METRO,,,,,,,
ESA,ESA050776,ESA,,,Species,FABACEAE ,,Fabaceae,Bauhinia,tomentosa,,,No determiner,,no,"Georgino, M.",,,10/24/2004,,,Brasil,São Paulo,Campinas,,,,METRO,,,,,,,
ESA,ESA050780,ESA,,,Species,FABACEAE ,,Fabaceae,Bauhinia,tomentosa,,,"Ortiz, C.M.",,no,"Ortiz, C.M.",,,11/05/2004,,,Brasil,São Paulo,Piracicaba,,,,METRO,,,,,,,
ESA,ESA050834,ESA,,,Species,FABACEAE Senna macranthera (DC. ex Collad.) H.S.Irwin & Barneby,,Fabaceae,Senna,macranthera,,(DC. ex Collad.) H.S.Irwin & Barneby,"Kuntz, J.",11/04/2012,no,"Brenner, B.H.",,,11/23/2004,,,Brasil,São Paulo,Piracicaba,,,,METRO,,,,,,,
ESA,ESA050853,ESA,,,Species,FABACEAE ,,Fabaceae,Bauhinia,galpinni,,,"Justi, V.",,no,"Justi, V.",,,11/03/2004,,,Brasil,São Paulo,Piracicaba,,,,METRO,,,,,,,
ESA,ESA050903,ESA,,,Species,FABACEAE ,,Fabaceae,Cajanus,cajan,,,"Rausch, G.",,no,"Cortês, B.","Rausch, G.",,11/21/2005,,,Brasil,São Paulo,Piracicaba,,,,METRO,,,,,,,
ESA,ESA050972,ESA,,,Species,FABACEAE ,,Fabaceae,Inga,vera,,,No determiner,,no,"Barros, M.S.",,1,10/04/2003,,,Brasil,São Paulo,Águas de São Pedro,,,,METRO,,,,,,,
ESA,ESA050976,ESA,,,Species,FABACEAE ,,Fabaceae,Dalbergia,frutescens,,,No determiner,,no,"Andrade, G.R.P.",,2,10/04/2003,,,Brasil,São Paulo,Águas de São Pedro,,,,METRO,,,,,,,
ESA,ESA051047,ESA,,,Species,FABACEAE ,,Fabaceae,Inga,vera,,,No determiner,,no,"Portella, J.",,,10/24/2004,,,Brasil,São Paulo,Piracicaba,,,,METRO,,,,,,,
ESA,ESA051048,ESA,,,Species,FABACEAE ,,Fabaceae,Platypodium,elegans,,,No determiner,,no,"Pereira, L.C.",,,10/24/2004,,,Brasil,São Paulo,Piracicaba,,,,METRO,,,,,,,
ESA,ESA051057,ESA,,,Species,FABACEAE Libidibia ferrea (Mart. ex Tul.)L.P.Queiroz,,Fabaceae,Libidibia,ferrea,,(Mart. ex Tul.)L.P.Queiroz,"Souza, V.C.",02/24/2012,no,"Scramin, M.R.",,,01/07/2005,,,Brasil,São Paulo,Piracicaba,,,,METRO,,,,,,,
ESA,ESA051093,ESA,,,Species,FABACEAE ,,Fabaceae,Medicago,sativa,,,"Sakai, R.H.",,no,"Sakai, R.H.",,,01/04/2005,,,Brasil,São Paulo,Piracicaba,,,,METRO,,,,,,,
ESA,ESA051104,ESA,,,Species,FABACEAE ,,Fabaceae,Sophora,tomentosa,,,"Flores, T.B.",,no,"Flores, T.B. et al.",,,08/27/2005,,,Brasil,São Paulo,Cananéia,,,,METRO,,,,,,,
ESA,ESA051110,ESA,,,Species,FABACEAE ,,Fabaceae,Caesalpinia,echinata,,,"Padrão, D.H.B.",,no,"Padrão, D.H.B.",,,09/12/2004,,,Brasil,São Paulo,Piracicaba,,,,METRO,,,,,,,
ESA,ESA051111,ESA,,,Species,FABACEAE Poincianella pluviosa (DC.) L.P. Queiroz,,Fabaceae,Poincianella,pluviosa,,(DC.) L.P. Queiroz,"Souza, V.C.",02/24/2012,no,"Padrão, D.H.B.",,,11/06/2004,,,Brasil,São Paulo,Jaboticabal,,,,METRO,,,,,,,
ESA,ESA051129,ESA,,,Species,FABACEAE ,,Fabaceae,Bauhinia,galpinni,,,"Medeiros, P.O.",,no,"Medeiros, P.O.",,,11/12/2004,,,Brasil,São Paulo,Piracicaba,,,,METRO,,,,,,,
ESA,ESA051165,ESA,,,Species,FABACEAE ,,Fabaceae,Centrosema,arenarium,,,"Flores, T.B.",,no,"Flores, T.B. et al.",,,08/27/2005,,,Brasil,São Paulo,Cananéia,,,,METRO,,,,,,,
ESA,ESA051171,ESA,,,Species,FABACEAE Sesbania virgata (Cav.) Pers.,,Fabaceae,Sesbania,virgata,,(Cav.) Pers.,"Souza, V.C.",03/30/2012,no,"Flores, T.B. et al.",,,08/27/2005,,,Brasil,São Paulo,Cananéia,,,,METRO,,,,,,,
ESA,ESA051230,ESA,,,Species,FABACEAE Poincianella pluviosa (DC.) L.P. Queiroz,,Fabaceae,Poincianella,pluviosa,,(DC.) L.P. Queiroz,"Souza, V.C.",02/24/2012,no,"Meyer, V.G.",,,09/27/2005,,,Brasil,São Paulo,Piracicaba,,,,METRO,,,,,,,
ESA,ESA051231,ESA,,,Species,FABACEAE ,,Fabaceae,Hymenolobium,janeirense,,,"Coelho, R.L.G.",,no,"Coelho, R.L.G. et al.",,54,04/03/2005,,,Brasil,São Paulo,Cananéia,,,,METRO,,,,,,,
ESA,ESA051232,ESA,,,Species,FABACEAE Abarema langsdorffii (Benth.) Barneby & J.W.Grimes,,Fabaceae,Abarema,langsdorffii,,(Benth.) Barneby & J.W.Grimes,"Coelho, R.L.G.",,no,"Coelho, R.L.G. et al.",,55,04/03/2005,,,Brasil,São Paulo,Cananéia,,,,METRO,,,,,,,
ESA,ESA051233,ESA,,,Species,FABACEAE Abarema brachystachya (DC.) Barneby & J.W.Grimes,,Fabaceae,Abarema,brachystachya,,(DC.) Barneby & J.W.Grimes,"Coelho, R.L.G.",,no,"Coelho, R.L.G. et al.",,56,04/03/2005,,,Brasil,São Paulo,Cananéia,,,,METRO,,,,,,,
ESA,ESA051234,ESA,,,Species,FABACEAE ,,Fabaceae,Bauhinia,forficata,,,"Amorim, L.S.",,no,"Dressano, K.",,,09/17/2005,,,Brasil,São Paulo,São Pedro,,,,METRO,,,,,,,
ESA,ESA051235,ESA,,,Species,FABACEAE Libidibia ferrea (Mart. ex Tul.)L.P.Queiroz,,Fabaceae,Libidibia,ferrea,,(Mart. ex Tul.)L.P.Queiroz,"Souza, V.C.",02/24/2012,no,"Souza, C.Z.",,,,,,Brasil,São Paulo,Piracicaba,,,,METRO,,,,,,,
ESA,ESA051236,ESA,,,Species,FABACEAE Inga laurina (Sw.) Willd.,,Fabaceae,Inga,laurina,,(Sw.) Willd.,"Souza, V.C.",03/30/2012,no,"Reingruber, E.M.",,1,09/04/2002,,,Brasil,São Paulo,Itirapina,,,,METRO,,,,,,,
ESA,ESA051237,ESA,,,Species,FABACEAE ,,Fabaceae,Leucaena,leucocephala,,,No determiner,,no,"Álvares, C.A.",,2,11/01/2002,,,Brasil,São Paulo,Saltinho,,,,METRO,,,,,,,
ESA,ESA051295,ESA,,,Species,FABACEAE ,,Fabaceae,Inga,sessilis,,,"Ramos, L.P.",,no,"Ramos, L.P.",,,12/08/2004,,,Brasil,São Paulo,Mairinque,,,,METRO,,,,,,,
ESA,ESA051350,ESA,,,Species,FABACEAE ,,Fabaceae,Dalbergia,nigra,,,"Santin, R.C.",,no,"Santin, R.C.","Beltrame-Neto, E.",2,10/15/2003,,,Brasil,São Paulo,Piracicaba,,,,METRO,,,,,,,
ESA,ESA051381,ESA,,,Species,FABACEAE ,,Fabaceae,Senna,polyphylla,,,"RamalhoJr., V.R.",,no,"Ramalho Jr., V.","Paula, F.T.",2,11/25/2005,,,Brasil,São Paulo,Piracicaba,,,,METRO,,,,,,,
ESA,ESA051396,ESA,,,Species,FABACEAE Stryphnodendron rotundifolium Mart.,,Fabaceae,Stryphnodendron,rotundifolium,,Mart.,"Souza, V.C.",03/20/2012,no,"Battaglia, B.",,,09/17/2005,,,Brasil,São Paulo,Itirapina,,,,METRO,,,,,,,
ESA,ESA051533,ESA,,,Species,FABACEAE Swartzia oblata Cowan,,Fabaceae,Swartzia,oblata,,Cowan,"Pinto, R.B.",--/--/2011,no,"Borges, A. et al.",,,04/03/2005,,,Brasil,São Paulo,Cananéia,Ilha do Cardoso,,,METRO,,,,,,,
ESA,ESA051558,ESA,,,Species,FABACEAE Stryphnodendron rotundifolium Mart.,,Fabaceae,Stryphnodendron,rotundifolium,,Mart.,"Souza, V.C.",03/20/2012,no,"Gasparotto, F.A.",,,03/19/2005,,,Brasil,São Paulo,Itirapina,,,,METRO,,,,,,,
ESA,ESA051584,ESA,,,Genus,FABACEAE ,,Fabaceae,Andira,,,,No determiner,,no,"Battaglia, B.",,,09/17/2005,,,Brasil,São Paulo,Itirapina,,,,METRO,,,,,,,
ESA,ESA051585,ESA,,,Species,FABACEAE Galactia grewiaefolia (Benth.) Taub.,,Fabaceae,Galactia,grewiaefolia,,(Benth.) Taub.,"Ceolin, G.B.",11/06/2009,no,"Battaglia, B.",,,09/17/2005,,,Brasil,São Paulo,Itirapina,,,,METRO,,,,,,,
ESA,ESA051619,ESA,,,Species,FABACEAE Mimosa paludosa Benth.,,Fabaceae,Mimosa,paludosa,,Benth.,"Borges, L.M.",07/04/1905,no,"Castro, T.R.",,,03/19/2005,,,Brasil,São Paulo,São Carlos,,,,METRO,,,,,,,
ESA,ESA051969,ESA,,,Species,FABACEAE Myrocarpus frondosus Allemão,,Fabaceae,Myrocarpus,frondosus,,Allemão,No determiner,,no,"Lima, R.A.F.",,387,,,em borda de clareira grande com bambu,Brasil,São Paulo,Sete Barras,Parcela permanente - Parque Estadual de Carlos Botelho,400,400,METRO,,,,,,,
ESA,ESA051970,ESA,,,Species,FABACEAE Platymiscium floribundum Vogel,,Fabaceae,Platymiscium,floribundum,,Vogel,No determiner,,no,"Lima, R.A.F.",,388,,,no sub-bosque,Brasil,São Paulo,Sete Barras,Parcela permanente - Parque Estadual de Carlos Botelho,400,400,METRO,,,,,,,
ESA,ESA051971,ESA,,,Species,FABACEAE Pterocarpus rohrii Vahl.,,Fabaceae,Pterocarpus,rohrii,,Vahl.,No determiner,,no,"Lima, R.A.F.",,389,,,em borda de clareira grande com bambu,Brasil,São Paulo,Sete Barras,Parcela permanente - Parque Estadual de Carlos Botelho,400,400,METRO,,,,,,,
ESA,ESA051972,ESA,,,Species,FABACEAE Swartzia oblata Cowan,,Fabaceae,Swartzia,oblata,,Cowan,"Pinto, R.B.",--/--/2011,no,"Lima, R.A.F.",,390,,,no sub-bosque,Brasil,São Paulo,Sete Barras,Parcela permanente - Parque Estadual de Carlos Botelho,400,400,METRO,,,,,,,
ESA,ESA051973,ESA,,,Species,FABACEAE Inga lenticellata Benth.,,Fabaceae,Inga,lenticellata,,Benth.,No determiner,,no,"Lima, R.A.F.",,391,,,plaqueta parcelas permanentes: 9865,Brasil,São Paulo,Sete Barras,Parcela permanente - Parque Estadual de Carlos Botelho,400,400,METRO,,,,,,,
ESA,ESA051974,ESA,,,Species,FABACEAE Inga praegnans T.D. Penn.,,Fabaceae,Inga,praegnans,,T.D. Penn.,No determiner,,no,"Lima, R.A.F.",,393,,,no sub-bosque,Brasil,São Paulo,Sete Barras,Parcela permanente - Parque Estadual de Carlos Botelho,400,400,METRO,,,,,,,
ESA,ESA052083,ESA,,,Species,FABACEAE Machaerium triste Vogel,,Fabaceae,Machaerium,triste,,Vogel,No determiner,,no,"Lima, R.A.F.",,528,,,em clareira,Brasil,São Paulo,Sete Barras,Parcela permanente - Parque Estadual de Carlos Botelho,400,400,METRO,,,,,,,
ESA,ESA052085,ESA,,,Species,FABACEAE Zollernia ilicifolia (Brongn.) Vogel,,Fabaceae,Zollernia,ilicifolia,,(Brongn.) Vogel,No determiner,,no,"Lima, R.A.F.",,535,,,,Brasil,São Paulo,Sete Barras,Parcela permanente - Parque Estadual de Carlos Botelho,400,400,METRO,,,,,,,
ESA,ESA052176,ESA,,,Species,FABACEAE Hymenaea altissima Ducke,,Fabaceae,Hymenaea,altissima,,Ducke,"Pinto, R.B.",04/29/2016,no,"Lima, R.A.F.",,478,,,,Brasil,São Paulo,Sete Barras,Parcela permanente - Parque Estadual de Carlos Botelho,400,400,METRO,,,,,,,
ESA,ESA052390,ESA,,,Species,FABACEAE Chamaecrista rotundifolia (Pers.) Greene,,Fabaceae,Chamaecrista,rotundifolia,,(Pers.) Greene,"Lewis, G.P.",,no,"Scaramuzza, C.A.M. et al.",,999,06/28/1993,,,Brasil,São Paulo,Itararé,,,,METRO,,,,,,,
ESA,ESA052490,ESA,,,Species,FABACEAE Senegalia polyphylla (DC.) Britton & Rose,,Fabaceae,Senegalia,polyphylla,,(DC.) Britton & Rose,"Souza, V.C.",02/06/2012,no,"Dias, M.C.","Müller, C.",,01/06/1987,,,Brasil,São Paulo,Iepê,,,,METRO,,,,,,,
ESA,ESA053334,ESA,,,Genus,FABACEAE ,,Fabaceae,Inga,,,,No determiner,,no,"Lucas, E.J. et al.",,334,11/16/2006,,,Brasil,São Paulo,Cunha,,,,METRO,,,,,,,
ESA,ESA053378,ESA,,,Species,FABACEAE Mimosa cylindracea Benth.,,Fabaceae,Mimosa,cylindracea,,Benth.,"Lewis, G.P.",07/01/1905,no,"Lucas, E.J. et al.",,378,11/16/2006,,,Brasil,São Paulo,Cunha,,,,METRO,,,,,,,
ESA,ESA053379,ESA,,,Genus,FABACEAE ,,Fabaceae,Crotalaria,,,,No determiner,,no,"Lucas, E.J. et al.",,379,11/16/2006,,,Brasil,São Paulo,Cunha,,,,METRO,,,,,,,
ESA,ESA053421,ESA,,,Species,FABACEAE ,,Fabaceae,Periandra,mediterranea,,,No determiner,,no,"Lucas, E.J. et al.",,421,11/17/2006,,,Brasil,São Paulo,Cunha,,,,METRO,,,,,,,
ESA,ESA053459,ESA,,,Genus,FABACEAE ,,Fabaceae,Mimosa,,,,No determiner,,no,"Lucas, E.J. et al.",,459,11/18/2006,,,Brasil,São Paulo,Cunha,,,,METRO,,,,,,,
ESA,ESA057758,ESA,,,Species,FABACEAE Platypodium elegans Vogel,,Fabaceae,Platypodium,elegans,,Vogel,No determiner,,no,"Farah, F.T.",,1167,03/23/2000,,número ESA antigo (duplicado) 67758,Brasil,São Paulo,Adamantina,,,,METRO,,,,,,,
ESA,ESA057759,ESA,,,Species,FABACEAE Anadenanthera colubrina (Vell.) Brenan,,Fabaceae,Anadenanthera,colubrina,,(Vell.) Brenan,"Souza, V.C.",02/18/2012,no,"Farah, F.T.","Nave, A.G.",1171,03/23/2000,,número ESA antigo (duplicado) 67759,Brasil,São Paulo,Adamantina,,,,METRO,,,,,,,
ESA,ESA057765,ESA,,,Species,FABACEAE Senna macranthera (DC. ex Collad.) H.S.Irwin & Barneby,,Fabaceae,Senna,macranthera,,(DC. ex Collad.) H.S.Irwin & Barneby,"Rando, J.G.",04/07/2007,no,"Farah, F.T.","Nave, A.G.",1212,03/24/2000,,número ESA antigo (duplicado) 67765,Brasil,São Paulo,Adamantina,,,,METRO,,,,,,,
ESA,ESA057767,ESA,,,Species,FABACEAE ,,Fabaceae,Copaifera,langsdorffii,,,No determiner,,no,"Farah, F.T.","Nave, A.G.",1216,03/24/2000,,número ESA antigo (duplicado) 67767,Brasil,São Paulo,Adamantina,,,,METRO,,,,,,,
ESA,ESA057769,ESA,,,Genus,FABACEAE ,,Fabaceae,Mucuna,,,,No determiner,,no,"Farah, F.T.",,1220,03/24/2000,,número ESA antigo (duplicado) 67769,Brasil,São Paulo,Adamantina,,,,METRO,,,,,,,
ESA,ESA057781,ESA,,,Species,FABACEAE Albizia niopoides (Spruce ex Benth.) Burkart,,Fabaceae,Albizia,niopoides,,(Spruce ex Benth.) Burkart,"Souza, V.C.",02/18/2012,no,"Farah, F.T.",,1278,05/31/2000,,número ESA antigo (duplicado) 67781,Brasil,São Paulo,Adamantina,,,,METRO,,,,,,,
ESA,ESA057784,ESA,,,Species,FABACEAE Copaifera langsdorffii Desf.,,Fabaceae,Copaifera,langsdorffii,,Desf.,No determiner,,no,"Farah, F.T.",,1305,05/31/2000,,número ESA antigo (duplicado) 67784,Brasil,São Paulo,Adamantina,,,,METRO,,,,,,,
ESA,ESA057785,ESA,,,Species,FABACEAE Sesbania marginata Benth.,,Fabaceae,Sesbania,marginata,,Benth.,"Franco, G.A.D.C.",,no,"Farah, F.T.",,1320,05/31/2000,,número ESA antigo (duplicado) 67785,Brasil,São Paulo,Adamantina,,,,METRO,,,,,,,
ESA,ESA057789,ESA,,,Species,FABACEAE Myroxylon balsamum (L.) Harms,,Fabaceae,Myroxylon,balsamum,,(L.) Harms,No determiner,,no,"Moraes, P.L.R.",,2173,07/27/2000,,número ESA antigo (duplicado) 67789,Brasil,São Paulo,São Miguel Arcanjo,,,,METRO,,,,,,,
ESA,ESA057790,ESA,,,Species,FABACEAE Dalbergia brasiliensis Vogel,,Fabaceae,Dalbergia,brasiliensis,,Vogel,No determiner,,no,"Farah, F.T.",,1355,06/01/2000,,número ESA antigo (duplicado) 67790,Brasil,São Paulo,Adamantina,,,,METRO,,,,,,,
ESA,ESA060359,ESA,,,Species,FABACEAE Inga laurina (Swartz) Willd.,,Fabaceae,Inga,laurina,,(Swartz) Willd.,No determiner,,no,"Penha, A.S.","Hayashi, A.H.",,04/07/1999,,,Brasil,São Paulo,Campinas,,,,METRO,,,,,,,
ESA,ESA060360,ESA,,,Species,FABACEAE Bauhinia brevipes Vogel,,Fabaceae,Bauhinia,brevipes,,Vogel,"Souza, V.C.",02/18/2012,no,"Penha, A.S.","Hayashi, A.H.",,04/07/1999,,,Brasil,São Paulo,Campinas,,,,METRO,,,,,,,
ESA,ESA060361,ESA,,,Species,FABACEAE Bauhinia brevipes Vogel,,Fabaceae,Bauhinia,brevipes,,Vogel,"Souza, V.C.",02/18/2012,no,"Penha, A.S.","Hayashi, A.H.",,04/07/1999,,,Brasil,São Paulo,Campinas,,,,METRO,,,,,,,
ESA,ESA060365,ESA,,,Species,FABACEAE Machaerium hirtum (Vell.) Stellfeld,,Fabaceae,Machaerium,hirtum,,(Vell.) Stellfeld,No determiner,,no,"Pinheiro, M.H.O.",,223,12/02/1996,,,Brasil,São Paulo,Bauru,,,,METRO,,,,,,,
ESA,ESA060367,ESA,,,Species,FABACEAE Leptolobium elegans Vogel,,Fabaceae,Leptolobium,elegans,,Vogel,"Rodrigues, R.S.",06/27/1905,no,"Pinheiro, M.H.O.",,211,11/18/1996,,,Brasil,São Paulo,Bauru,,,,METRO,,,,,,,
ESA,ESA060368,ESA,,,Species,FABACEAE Platypodium elegans Vogel,,Fabaceae,Platypodium,elegans,,Vogel,No determiner,09/18/1997,no,"Pinheiro, M.H.O.",,176,10/30/1996,,,Brasil,São Paulo,Bauru,,,,METRO,,,,,,,
ESA,ESA060369,ESA,,,Species,FABACEAE ,,Fabaceae,Calliandra,parviflora,,,No determiner,,no,"Pinheiro, M.H.O.",,191,11/09/1996,,,Brasil,São Paulo,Bauru,,,,METRO,,,,,,,
ESA,ESA060371,ESA,,,Species,FABACEAE ,,Fabaceae,Enterolobium,gummiferum,,,No determiner,,no,"Pinheiro, M.H.O.",,400,08/21/1997,,,Brasil,São Paulo,Bauru,,,,METRO,,,,,,,
ESA,ESA060372,ESA,,,Species,FABACEAE Albizia niopoides (Spruce ex Benth.) Burkart,,Fabaceae,Albizia,niopoides,,(Spruce ex Benth.) Burkart,"Tamashiro, J.Y.",10/10/1997,no,"Pinheiro, M.H.O.",,244,12/26/1996,,,Brasil,São Paulo,Bauru,,,,METRO,,,,,,,
ESA,ESA060374,ESA,,,Species,FABACEAE Senna silvestris (Vell.) H.S.Irwin & Barneby,,Fabaceae,Senna,silvestris,,(Vell.) H.S.Irwin & Barneby,No determiner,10/31/1997,no,"Pinheiro, M.H.O. et al.",,238,12/24/1996,,,Brasil,São Paulo,Bauru,,,,METRO,,,,,,,
ESA,ESA060376,ESA,,,Species,FABACEAE Inga marginata Willd.,,Fabaceae,Inga,marginata,,Willd.,No determiner,02/13/1998,no,"Pinheiro, M.H.O.",,241,12/26/1996,,,Brasil,São Paulo,Bauru,,,,METRO,,,,,,,
ESA,ESA060388,ESA,,,Species,FABACEAE Inga marginata Willd.,,Fabaceae,Inga,marginata,,Willd.,No determiner,,no,"Zinsly, G.F.",,2,11/12/1998,,,Brasil,São Paulo,Piracicaba,,,,METRO,,,,,,,
